RealValue,MeanImputed,HowManyTissues
1.03436,0.7652366923076923,26
-0.5775939999999999,-0.669596243902439,41
-0.515321,-0.34219717647058817,34
-0.617432,-0.5744532307692306,39
-0.47348100000000004,-0.4429725625000001,32
0.844936,-0.27536975,8
0.567292,0.2378361515151515,33
-0.505376,-0.6995326888888889,45
-0.5787800000000001,-0.4161695238095239,21
-1.3561299999999998,-1.0082591063829789,47
0.693779,0.3187801,10
0.32648699999999997,0.16441060000000002,13
-0.659862,-0.22223494444444444,18
-0.61554,-0.5847651249999999,32
-0.833239,-0.3480309375,16
-0.627355,-0.3902833076923076,13
0.712067,0.5299539285714286,42
-0.646443,-0.476339447368421,38
0.536388,0.25796695999999997,25
0.407146,-0.101763,4
0.635829,0.47226520689655177,29
0.525547,0.33866725,4
-0.95401,-0.6233574444444444,45
0.45915200000000006,0.6067945531914893,47
0.470232,0.2949904,15
-0.875549,-0.6173062272727272,22
-0.602758,-0.6203693255813953,43
-0.5787800000000001,-0.41538647619047625,21
0.45086099999999996,0.35401644000000004,25
-0.449474,0.019200999999999982,2
1.09502,0.7631491851851849,27
1.18438,0.9388555869565216,46
-0.7710100000000001,-0.47513544444444444,36
0.6888569999999999,0.3255047777777778,9
-1.16652,-0.8406296739130433,46
-1.2396200000000002,-0.49815957142857137,7
0.243673,0.14769100000000002,2
0.424229,0.2680894347826087,23
0.30789099999999997,0.23195784374999998,32
0.641202,0.5211967307692308,26
0.48775,0.20988250370370373,27
0.6931390000000001,0.18150287499999998,16
1.0079200000000001,-0.237205,3
-0.806253,-0.24516788888888888,9
0.8872200000000001,0.378101,8
0.769153,0.6329453500000001,20
0.731953,0.5046418181818182,22
0.8386610000000001,0.6264877857142856,28
-1.07788,-0.3522095,2
0.639465,0.5239293953488372,43
0.469271,0.4430897187500001,32
0.260088,0.3407676333333334,6
-0.599881,-0.4395946486486485,37
0.539358,0.18315166666666668,3
0.89631,0.6520867749999999,40
-1.02399,-0.7018272619047619,42
0.622396,0.552960212121212,33
-0.543994,-0.27422290000000005,20
-0.400569,-0.17590185714285717,7
0.290169,0.1516,1
0.816168,0.24093627272727278,11
0.621131,0.1963771,10
0.242904,0.16009538888888888,18
1.0505200000000001,0.7314715813953487,43
-0.742545,-0.46979312,25
-0.469276,-0.0020059000000000023,5
-0.651163,-0.2974465,2
0.737827,0.5621212368421052,38
0.8142159999999999,0.18239441176470586,17
-0.9462,-0.6150979111111111,45
0.3767,0.2502435714285714,7
-0.27423800000000004,-0.1857874,5
0.43403400000000003,-0.41821188461538455,26
-0.46975900000000004,-0.31417193030303026,33
0.9940899999999999,0.35998036363636365,22
0.697488,0.31893889999999997,10
0.697488,0.32859211111111114,9
-0.46868000000000004,0.23175299999999996,14
0.409315,0.19418581599999996,25
0.5229659999999999,0.26500468965517243,29
-0.777496,-0.24392209999999998,10
-0.912485,-0.6499357894736842,19
-0.751181,-0.813516152173913,46
0.697488,0.32859211111111114,9
0.8348030000000001,0.5114464736842105,19
-0.6733520000000001,-0.46479446666666663,30
-1.11701,-0.4537402592592593,27
0.89631,0.652621375,40
-0.659862,-0.22204805555555557,18
1.15883,0.9618938,10
-0.661424,-0.41810296969696975,33
-0.7341300000000001,-0.5042759411764706,34
-0.42945,-0.204335,1
0.699753,1.0100200277777778,36
-0.684743,-0.558050864864865,37
0.888128,0.726810653846154,26
1.27031,-0.3884343333333333,3
-0.408695,-0.25969856521739126,23
-0.772647,-0.6209918695652175,46
0.327139,0.139259,1
-0.550549,-0.34956684615384614,26
0.78133,0.268278,2
0.9008079999999999,0.6728961463414634,41
0.40581999999999996,0.30905796428571425,28
-0.9462,-0.6155232222222222,45
0.621337,0.5342280625000001,32
-0.501576,-0.37686334374999997,32
0.414613,0.40228986666666666,30
0.424559,0.3470781363636364,44
-0.5787800000000001,-0.41538647619047625,21
0.697488,0.3288272222222222,9
-0.478654,-0.3428345862068966,29
-0.786017,-0.7526618222222222,45
1.01778,0.812703111111111,9
0.697488,0.3288272222222222,9
0.6061979999999999,0.6407964680851065,47
-0.40392,-0.2657027894736842,19
-0.44868,-0.0910214,5
0.263995,0.23671836363636364,33
0.5915090000000001,0.44211588205128205,39
-1.27854,-0.5418342647058825,34
-0.558926,-0.14524,4
-0.30294,-0.26920516206896555,29
-0.385492,-0.262223,2
-0.5995590000000001,-0.48680431578947364,19
0.967893,0.654891181818182,22
-0.370454,-0.1915038125,16
-0.5615720000000001,-0.5109602325581396,43
-0.524361,-0.2676442,20
-0.895457,-0.76790815,40
-0.43984300000000004,0.228213875,8
0.6888569999999999,0.3253937777777778,9
-0.570132,-0.28879374999999996,4
0.731953,0.5046418181818182,22
0.769031,0.6251231904761905,42
1.08849,0.6008879302325582,43
0.9044969999999999,0.36764579999999997,10
-1.11962,-0.6908268205128204,39
-0.626916,-0.5739737058823531,34
0.7146640000000001,0.17882,1
0.540048,0.1695265,2
0.6888569999999999,0.3255047777777778,9
-0.43326400000000004,-0.2553067391304348,23
-0.525423,-0.3383553823529412,34
-1.21591,-0.8702300869565217,46
1.01778,0.8362792222222222,9
0.901855,0.2549765333333333,15
-0.60136,-0.3953461111111111,9
0.8358559999999999,0.3928211304347826,23
0.49242700000000006,0.14806799999999998,2
0.525547,0.33866725,4
0.697488,0.3288272222222222,9
0.484907,0.4680705777777777,45
-0.5713729999999999,-0.292145,4
-0.361369,0.4577815405405406,37
-0.307985,-0.428865888888889,36
0.697488,0.3288272222222222,9
-1.01875,-1.02618265625,32
-0.212563,-0.26231816774193545,31
-1.21591,-0.8702300869565217,46
-0.602758,-0.6147986136363636,44
0.589418,0.39192185714285716,28
0.636275,0.169033,2
0.32768800000000003,0.2716949708333333,24
0.41829799999999995,0.33209905263157896,19
0.7556649999999999,0.5663967368421052,19
0.439954,0.2516335,6
-0.35639299999999996,-0.1857555,13
-0.364844,-0.2113096375,8
-0.22626500000000002,-0.2681122166666666,30
0.437461,-0.11332400000000001,4
0.806253,0.5530938571428571,21
0.483847,0.297862203125,32
0.7182069999999999,0.24849949999999998,2
0.906334,0.2688555,2
-0.44301999999999997,-0.24105675000000001,4
-0.720694,-0.621925081081081,37
-0.804766,-0.6465801860465117,43
-0.46348999999999996,-0.22187900000000002,8
0.969668,0.6488942978723403,47
-0.5787800000000001,-0.41538647619047625,21
0.61278,0.30122622222222223,9
-0.437453,0.43720342307692317,26
0.512363,0.22649100000000003,19
0.5787800000000001,0.2829005172413793,29
-0.987757,-0.6770736744186046,43
-0.349624,0.16388845454545453,11
0.621405,0.6588331914893617,47
-0.8349270000000001,-0.6863466086956522,46
0.697488,0.3288272222222222,9
0.63993,0.3135422857142857,7
0.771782,0.34733800000000004,1
0.6692739999999999,0.37406396969696976,33
-0.901882,-0.5961723333333333,45
0.53184,0.42418056521739134,23
0.5288609999999999,0.3565022285714285,35
0.489663,0.3218034,15
-0.488745,-0.23168841176470586,17
0.614276,0.2236450625,16
0.424559,0.3491245454545454,44
0.546504,0.24605884615384616,13
-0.945728,-0.5255027441860465,43
0.425397,0.2481395238095238,21
0.622479,0.461245,2
0.638999,0.9360353333333331,45
0.807231,0.6174219487179489,39
0.8817969999999999,-0.32391,2
1.0557299999999998,0.7218356744186049,43
0.47645699999999996,0.0191156,5
0.408858,0.16442225,12
0.532784,0.15695533333333334,3
-0.705058,-0.4651528,30
-0.9307540000000001,-0.6360253636363634,44
-0.5365260000000001,-0.5029028974358974,39
-0.393958,-0.33506974999999994,8
0.467876,0.2623320833333333,24
0.35236999999999996,0.1924471666666667,6
-0.394584,-0.15796575000000002,12
-0.277142,-0.16632995,18
-0.934789,-0.7613898000000001,45
-0.22673800000000002,-0.20616709523809518,21
1.0369,0.8607122765957448,47
-0.745306,-0.29984099999999997,1
0.814759,0.559373918918919,37
-1.2858399999999999,-0.5578538888888889,36
0.56722,0.20960840000000003,5
0.536388,0.25836223999999997,25
0.47463999999999995,0.25105576470588237,17
0.409803,0.28384,2
0.347715,0.1371146,10
0.9163049999999999,0.23442111764705878,17
0.459452,0.3400855,2
0.422501,0.42010353658536587,41
-0.549826,-0.31954083333333333,12
-0.363232,-0.16405145555555556,9
0.824782,0.22533605555555555,18
2.0127099999999998,1.8579398947368424,38
0.399751,0.413029923076923,26
0.415626,0.26287116666666666,6
-0.400448,-0.0730095,8
-0.5990409999999999,-0.298847,1
-0.356094,-0.2371992857142857,7
0.525547,0.33866725,4
-0.93365,-1.0043762222222223,45
-0.55828,-0.35489065384615387,26
0.419707,0.19769869230769233,26
-0.907755,-0.6440243157894736,19
-0.385177,-0.19150099999999998,2
-0.336556,-0.16145033333333336,18
-0.653064,-0.21569175000000002,8
-0.49476400000000004,-0.019563866666666666,3
-0.589665,-0.7980097391304348,46
-1.01055,-0.9093564999999998,46
-0.659862,-0.22223494444444444,18
-0.394502,-0.24388016666666665,12
0.943127,0.44333533333333336,24
0.533311,0.6745902391304348,46
0.934284,0.6264421034482758,29
-0.91856,-0.5268609999999999,43
-0.47163999999999995,-0.17832699999999999,1
0.7992640000000001,0.620171263157895,38
-0.31940599999999997,-0.38800080952380955,21
0.494963,0.4577323703703704,27
-0.551099,-0.30613700000000005,7
-0.40328,0.6279766857142857,35
0.618609,0.246695,6
0.64954,0.32070066666666663,9
1.01778,0.8124892222222222,9
-0.42141300000000004,-0.22388144736842105,19
0.697488,0.32859211111111114,9
0.697488,0.3288272222222222,9
-0.54006,-0.20296366666666665,6
0.524917,0.23490721739130435,23
0.985476,0.4018916666666667,12
-0.820626,-0.6184906739130434,46
0.697488,0.3288272222222222,9
-0.609691,-0.027078083333333322,12
-0.326285,-0.42127525,36
-0.419274,0.13757633333333333,9
1.12133,0.9738055217391306,46
0.36527,-0.239556,2
0.679725,0.340259,11
-0.664331,-0.7634424444444445,45
0.414839,0.527238425,40
0.9871979999999999,-0.27923600000000004,1
-0.5645399999999999,-0.33146588888888895,27
0.888128,0.7273199230769232,26
0.335401,0.19382471428571427,7
-0.5822,-0.30793925000000005,12
0.534013,0.37779623076923075,13
-0.36335100000000004,-0.1639969,9
-0.589665,-0.7980097391304348,46
0.752695,0.5477645909090909,22
-0.47571599999999997,0.08767049999999998,6
-0.432472,-0.20396166666666668,3
-0.555194,-0.32247425,4
-0.51045,-0.328546,1
-0.212563,-0.26488931666666665,30
0.944409,0.8238945319148934,47
-0.97301,-1.188869304347826,46
-0.45815200000000006,-0.357036,25
1.02651,0.45347042424242434,33
0.989825,0.9018861739130435,46
-0.736639,-0.21911611111111112,9
0.53525,0.15723386666666667,15
0.383168,0.22268480952380953,21
0.350294,0.21970277272727276,22
0.795801,0.2177123333333333,15
-0.37088899999999997,-0.210231275,8
-1.35114,-0.15545775,4
-0.46975900000000004,-0.31299112121212125,33
-0.86069,-0.6789510697674419,43
-0.508642,-0.137701,2
-0.851355,-0.6824657619047618,42
0.556715,0.6113953111111111,45
-1.00803,-0.9079165,46
-0.678765,-0.44270054545454546,22
0.5515359999999999,0.18618674999999998,4
-0.5787800000000001,-0.41538647619047625,21
0.8309209999999999,0.952807489361702,47
0.679307,0.2970002222222223,9
-0.369774,-0.29959224,25
0.693611,0.32673344444444447,9
0.650296,0.49620569230769235,13
-0.967391,-0.6455534,10
-0.44502600000000003,-0.2690542,15
-1.1115899999999999,-1.1903177173913042,46
0.639057,0.21126278571428572,14
0.263626,0.17458495000000002,4
-0.512962,-0.16069333333333333,3
-0.42977,-0.2739962903225807,31
-0.296821,-0.27586975,28
0.48995500000000003,0.2878921428571429,21
0.8358559999999999,0.3924577391304348,23
0.697287,0.3313006,10
1.03892,0.6783087777777778,27
0.621405,0.6588442340425531,47
-0.590327,-0.2838170416666666,24
0.360319,0.14872228571428575,7
0.642147,0.2937343333333333,3
-0.504943,-0.009441399999999999,5
0.349464,0.14843514285714285,7
0.583515,0.227962,3
0.506199,0.1918155,2
-0.8988959999999999,-0.6103698787878789,33
0.638999,0.9364213555555557,45
0.5048600000000001,0.38295268,25
-0.742545,-0.46979312,25
-0.604201,-0.42404221428571437,28
-0.565908,-0.43927072727272726,33
0.614486,0.29954030769230766,13
0.873539,0.558583238095238,21
-0.9293370000000001,-0.7825561333333332,45
-0.926529,-0.7490089285714285,42
0.39614499999999997,0.29829896296296293,27
0.457633,0.5388714545454546,33
0.491666,-0.060229799999999986,5
0.639465,0.5262522325581396,43
-0.953988,-0.6168794444444444,45
-0.590829,-0.28134133333333333,3
0.697488,0.32859211111111114,9
0.7104560000000001,0.4619731351351352,37
-1.0162799999999999,-1.0824882173913044,46
0.665864,0.5348608095238095,21
0.697488,0.31844790000000006,10
-0.456029,-0.35179038461538464,13
-0.510235,-0.15181975,4
-0.625361,-0.3341256875,32
-0.9407979999999999,-0.6239260540540541,37
-1.21994,-0.9790043999999999,35
-0.857194,-0.7987018124999999,32
-0.44473999999999997,-0.37553484848484847,33
0.567418,0.5705557619047619,42
-0.73338,-0.15098362777777777,18
0.6888569999999999,0.3255047777777778,9
1.0505200000000001,0.7265993863636365,44
-0.589665,-0.7978083478260869,46
0.678786,-0.066928625,8
-0.658737,-0.4721894285714287,28
0.744667,0.418236,5
-0.505905,-0.4166307714285714,35
0.662959,0.4455892,10
-0.532345,-0.3495685,2
-0.786402,-0.6441377105263159,38
0.639304,0.5017361290322581,31
-0.6147739999999999,-0.25046225,16
0.697488,0.3288272222222222,9
-0.926868,-0.5962442619047618,42
-0.47571199999999997,-0.3867812571428571,35
0.571326,0.23101250000000004,4
0.48582700000000006,0.40536628571428573,14
0.909273,0.378662,1
0.48022600000000004,0.32114466666666663,18
0.6292800000000001,0.284894,1
-0.617432,-0.5743243846153846,39
-0.776332,-0.6328339767441861,43
0.383365,0.44337899999999997,27
0.8394790000000001,0.6123218399999999,25
0.8749399999999999,1.1898671388888886,36
-0.5302180000000001,-0.0005126400000000058,5
1.29485,0.8120742666666666,45
0.667071,0.32557166666666665,9
-0.575782,-0.30111977777777776,18
1.09502,0.7659049259259257,27
-0.60914,-0.6300892432432432,37
1.0234,0.35088536363636363,22
0.407219,0.0899265,8
-0.9137930000000001,-0.6897553829787233,47
-0.584741,-0.46074728205128196,39
-0.685747,-0.4506982777777778,18
0.466475,0.2607410416666666,24
0.416299,0.22227416206896555,29
-0.32626,-0.2884448823529412,17
-0.684743,-0.5550320833333333,36
-0.42053199999999996,0.21377580000000002,15
-0.8732469999999999,-0.04642950000000001,2
-1.01718,-0.9067382888888887,45
-0.646605,-0.21795976923076918,13
-0.687821,-0.7179192222222223,36
0.842749,0.5667609499999999,20
0.798752,0.6200834615384615,39
0.760139,0.6134817804878048,41
0.697488,0.32859211111111114,9
-0.637027,-0.4474615405405406,37
-0.684743,-0.5541856216216214,37
0.787601,0.43398992857142854,14
-0.292356,-0.1547498,10
-0.723742,-0.616545027027027,37
-0.6819029999999999,-0.4949333636363637,22
-0.364681,-0.19670707368421053,19
0.783053,0.21459481875000003,16
0.697488,0.3288272222222222,9
-0.49668,-0.29170828571428575,14
-0.400448,-0.07145625,8
-0.676276,-0.5480698108108107,37
0.347908,0.2199976541666667,24
0.729583,0.7480136595744682,47
0.422817,-0.3676581666666667,6
-0.742545,-0.46969008,25
0.700537,0.3283196666666667,9
0.520223,0.2556313333333333,27
-0.61754,-0.40754518749999996,32
0.41630200000000006,0.20713351875,16
-0.992323,-0.7906261521739131,46
-0.783245,-0.353875,6
0.563913,0.3598948,20
-0.323803,-0.20754539999999996,20
-1.63256,-0.9698894545454547,44
-0.591066,-0.4101475,18
-0.457553,0.396217037037037,27
-0.46986300000000003,-0.33905204166666664,24
0.7878229999999999,0.4260125,2
0.75467,-0.21521400000000002,11
-0.61005,-0.40715,2
-0.529091,-0.51014875,28
0.584449,-0.123596375,8
-1.21405,-0.8687161521739131,46
-0.786017,-0.7537078260869567,46
1.0772,-0.1612,1
-0.353119,-0.23893204347826086,23
0.536207,0.21116000000000001,2
-0.45848500000000003,-0.43674599999999997,40
0.474821,0.28134361666666663,30
-0.297388,-0.23915999999999998,1
0.9963639999999999,1.15879645,20
-0.437586,-0.38211887878787876,33
-0.465429,-0.3866279230769231,26
0.697488,0.3288272222222222,9
0.670758,0.4808927894736842,38
-0.625361,-0.33475581249999997,32
-0.6729229999999999,-0.4862019047619048,21
0.43922700000000003,-0.05496900000000001,5
1.0369,0.8650291914893616,47
-0.537172,-0.4455766086956522,23
0.5298109999999999,0.3159403125,32
0.47348100000000004,0.44503084375000007,32
1.09429,0.3996381851851852,27
-0.35719,-0.08330333333333331,3
-0.910586,-0.7244897826086956,46
-0.363852,-0.1986398,20
-0.681441,-0.6059823695652174,46
0.697488,0.32859211111111114,9
-0.29736999999999997,-0.2773022307692307,26
1.0505200000000001,0.7267135909090909,44
-0.626698,-0.44397526086956524,23
-0.484684,-0.4667151666666667,30
-0.648492,-0.5016920285714285,35
0.631889,0.3879315,2
0.492738,0.27315336842105264,19
-1.21591,-0.8702300869565217,46
0.633785,-0.31497220000000004,5
-1.01088,-0.9083546521739131,46
0.817058,0.9475116382978724,47
-0.42141300000000004,-0.222529155,20
-0.672746,-0.5539857142857143,42
0.635133,0.6673520217391304,46
0.556715,0.6113953111111111,45
0.482096,0.179811,4
1.01386,0.3491692222222222,9
0.686385,0.3215113333333333,9
-0.39443,0.134458,1
-0.298917,-0.11149387499999999,8
-1.8108099999999998,-0.6542968000000001,5
-0.637354,-0.5377328709677419,31
0.639465,0.5237667906976746,43
1.01478,0.6798071481481481,27
0.46861800000000003,0.2286569090909091,11
0.301503,0.281598,3
-0.56404,-0.8011438260869563,46
0.792139,0.6198454210526316,38
1.12893,0.9393144782608696,46
-0.8860809999999999,-0.0511459166666667,12
0.744675,0.5566626829268293,41
0.655105,-0.10809466666666663,3
0.6100909999999999,0.24874875000000002,4
-0.816168,-0.2428623076923077,13
0.731953,0.5046418181818182,22
-0.826717,-0.6455713023255814,43
0.583225,0.17169,1
-0.764023,-0.02542733333333334,3
1.09502,0.7657165925925925,27
-0.510235,-0.15181975,4
-0.44823900000000005,-0.010052060000000012,5
-0.60554,-0.5103874848484848,33
0.454136,0.24989034482758624,29
-0.246511,-0.308577,1
0.543717,0.3918545384615385,26
0.731953,0.5046418181818182,22
-0.614496,-0.42179320000000003,20
-0.484788,0.008705000000000004,2
-0.5787800000000001,-0.41538647619047625,21
-0.424426,-0.2648585,18
-0.41771899999999995,0.23095075000000004,4
0.9044969999999999,0.35537655555555553,9
0.35684099999999996,0.24249420000000002,5
0.697488,0.2979416666666667,9
0.667071,0.3264321111111111,9
0.644515,0.5757218333333333,36
-0.449665,-0.3391812592592593,27
-0.602071,-0.37711082352941183,17
0.697488,0.331731,9
-0.441792,-0.2292666842105263,19
0.89631,0.652621375,40
-0.639465,-0.5237174651162791,43
-0.639472,-0.6111939999999999,38
0.742274,-0.12103399999999999,4
-0.331825,-0.0059665,2
-0.9445129999999999,-0.7687308048780488,41
-0.689318,-0.6148279111111111,45
-0.20808800000000002,-0.26687315,20
-0.32626,-0.2884448823529412,17
0.5159779999999999,0.3527993636363636,22
-0.659862,-0.22490755555555556,18
-0.472867,-0.34714793333333327,30
0.723834,0.3220892,10
0.4132,0.19419535600000004,25
-0.591028,-0.48962260606060604,33
0.716381,0.5517821428571429,21
-0.45085699999999995,0.40038844444444444,27
-0.5546479999999999,0.158443,1
-0.8142739999999999,-0.6285049782608695,46
0.443409,-0.4190210000000001,26
-0.488278,0.011273500000000006,2
0.654991,0.47705839473684203,38
0.431725,0.19948665200000001,25
0.44109,0.3883888125,32
-0.815754,-0.6329356976744186,43
-0.539982,-0.41123381578947366,38
0.532142,0.2616673714285714,35
1.12532,0.6479301914893617,47
-0.689318,-0.6158570222222223,45
0.697488,0.30739912500000005,8
1.20071,0.7021524166666667,24
0.44601599999999997,-0.056424400000000006,5
0.383759,0.22196533333333335,21
0.784457,0.7295694782608697,46
1.0505200000000001,0.7237944318181818,44
0.494147,0.5613172195121952,41
0.572546,0.32241014999999995,20
0.39524899999999996,0.14424425,8
0.46256499999999995,0.318006,5
0.697488,0.3288272222222222,9
0.583225,0.17169,1
-0.302656,-0.36566292592592586,27
0.331807,0.3586254736842105,19
-0.424392,-0.20513781250000004,16
1.05429,0.233881,5
-0.5730770000000001,-0.6144013749999999,40
0.8655370000000001,0.3400155,6
0.730017,0.206965,2
-0.654991,-0.4772856315789474,38
0.761505,0.6149495609756097,41
-0.6000810000000001,-0.7970689782608694,46
-0.478867,-0.30172524999999994,16
-0.748419,-0.5838898108108108,37
-0.816168,-0.2528896666666667,12
-0.46953500000000004,-0.143845,2
0.313444,0.24371428571428572,7
-0.399276,-0.21641905555555552,18
0.43922700000000003,-0.05390840000000001,5
-0.650945,-0.538476894736842,38
1.0505200000000001,0.7330408333333333,42
-0.43593999999999994,-0.2786981111111111,18
0.7004100000000001,0.056663,3
-0.437586,-0.38841115151515154,33
-0.217908,-0.15483001666666663,18
-0.6316579999999999,-0.43297899999999995,30
0.447876,0.3512546,20
-0.346366,-0.08427755555555555,9
0.727767,0.5261837826086958,23
